"Jurisdiction","Precinct","Race","Candidate","Votes"
"Washoe","RENO-VERDI 7516","University Board of Regents, District 10","MELCHER, KEVIN","24"
"Washoe","RENO-VERDI 7516","School Board Trustee, District E","MONTOGNESE, MATTHEW","18"
"Washoe","RENO-VERDI 7516","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","15"
"Washoe","RENO-VERDI 7516","Court of Appeals Judge, Department 3","None Of These Candidates","8"
"Washoe","RENO-VERDI 7516","Supreme Court Justice, Seat D","None Of These Candidates","5"
"Washoe","RENO-VERDI 7516","Supreme Court Justice, Seat B","None Of These Candidates","3"
"Washoe","RENO-VERDI 7516","President and Vice President of the United States","None Of These Candidates","0"
"Washoe","RENO-VERDI 7516","Supreme Court Justice, Seat B","Pickering, Kristina","35"
"Washoe","RENO-VERDI 7516","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","29"
"Washoe","RENO-VERDI 7516","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","17"
"Washoe","RENO-VERDI 7516","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","16"
"Washoe","RENO-VERDI 7516","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","28"
"Washoe","RENO-VERDI 7516","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","16"
"Washoe","RENO-VERDI 7516","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","18"
"Washoe","RENO-VERDI 7516","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","28"
"Washoe","RENO-VERDI 7516","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","29"
"Washoe","RENO-VERDI 7516","School Board Trustee, District E","TAYLOR, ANGIE","17"
"Washoe","RENO-VERDI 7516","State Assembly, District 25","Tolles, Jill","33"
"Washoe","RENO-VERDI 7516","President and Vice President of the United States","TRUMP, DONALD J.","28"
"Washoe","RENO-VERDI 7516","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","27"
"Washoe","RENO-VERDI 7516","District Court Judge, District 2, Department  7","WALKER, EGAN K.","30"
"Washoe","RENO-VERDI 7516","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","19"
"Washoe","RENO-VERDI 7519","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","155"
"Washoe","RENO-VERDI 7519","U.S. Representative in Congress, District 2","Amodei, Mark E.","478"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","473"
"Washoe","RENO-VERDI 7519","President and Vice President of the United States","BIDEN, JOSEPH R.","170"
"Washoe","RENO-VERDI 7519","President and Vice President of the United States","BLANKENSHIP, DON","0"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","482"
"Washoe","RENO-VERDI 7519","Court of Appeals Judge, Department 3","Bulla, Bonnie","221"
"Washoe","RENO-VERDI 7519","Court of Appeals Judge, Department 3","BUSH, SUSAN","211"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","216"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","205"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","497"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department  9","Freeman, Scott N.","488"
"Washoe","RENO-VERDI 7519","Supreme Court Justice, Seat D","FUMO, Ozzie","155"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department  2","Grossman, Dixie","454"
"Washoe","RENO-VERDI 7519","State Assembly, District 32","Hansen, Alexis M.","496"
"Washoe","RENO-VERDI 7519","U.S. Representative in Congress, District 2","HANSEN, JANINE","21"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department 15","HARDY, DAVID A.","418"
"Washoe","RENO-VERDI 7519","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","377"
"Washoe","RENO-VERDI 7519","President and Vice President of the United States","JORGENSEN, JO","6"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","437"
"Washoe","RENO-VERDI 7519","Court of Appeals Judge, Department 3","None Of These Candidates","128"
"Washoe","RENO-VERDI 7519","President and Vice President of the United States","None Of These Candidates","5"
"Washoe","RENO-VERDI 7519","Supreme Court Justice, Seat D","None Of These Candidates","68"
"Washoe","RENO-VERDI 7519","Supreme Court Justice, Seat B","None Of These Candidates","70"
"Washoe","RENO-VERDI 7519","Supreme Court Justice, Seat B","Pickering, Kristina","500"
"Washoe","RENO-VERDI 7519","State Assembly, District 32","POVILAITIS, PAULA","150"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","442"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","322"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","345"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","426"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","335"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","230"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","482"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","443"
"Washoe","RENO-VERDI 7519","President and Vice President of the United States","TRUMP, DONALD J.","486"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","424"
"Washoe","RENO-VERDI 7519","District Court Judge, District 2, Department  7","WALKER, EGAN K.","483"
"Washoe","RENO-VERDI 7520","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","302"
"Washoe","RENO-VERDI 7520","U.S. Representative in Congress, District 2","Amodei, Mark E.","472"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","630"
"Washoe","RENO-VERDI 7520","President and Vice President of the United States","BIDEN, JOSEPH R.","332"
"Washoe","RENO-VERDI 7520","President and Vice President of the United States","BLANKENSHIP, DON","7"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","629"
"Washoe","RENO-VERDI 7520","Court of Appeals Judge, Department 3","Bulla, Bonnie","320"
"Washoe","RENO-VERDI 7520","Court of Appeals Judge, Department 3","BUSH, SUSAN","273"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","311"
"Washoe","RENO-VERDI 7520","State Assembly, District 31","Daly, Richard ""Skip""","320"
"Washoe","RENO-VERDI 7520","State Assembly, District 31","Dickman, Jill","480"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","361"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","658"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department  9","Freeman, Scott N.","646"
"Washoe","RENO-VERDI 7520","Supreme Court Justice, Seat D","FUMO, Ozzie","274"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department  2","Grossman, Dixie","636"
"Washoe","RENO-VERDI 7520","U.S. Representative in Congress, District 2","HANSEN, JANINE","41"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department 15","HARDY, DAVID A.","614"
"Washoe","RENO-VERDI 7520","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","368"
"Washoe","RENO-VERDI 7520","President and Vice President of the United States","JORGENSEN, JO","13"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","612"
"Washoe","RENO-VERDI 7520","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","374"
"Washoe","RENO-VERDI 7520","President and Vice President of the United States","None Of These Candidates","7"
"Washoe","RENO-VERDI 7520","Supreme Court Justice, Seat B","None Of These Candidates","152"
"Washoe","RENO-VERDI 7520","Supreme Court Justice, Seat D","None Of These Candidates","128"
"Washoe","RENO-VERDI 7520","Court of Appeals Judge, Department 3","None Of These Candidates","162"
"Washoe","RENO-VERDI 7520","Supreme Court Justice, Seat B","Pickering, Kristina","572"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","633"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","395"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","301"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","604"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","341"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","433"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","624"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","628"
"Washoe","RENO-VERDI 7520","President and Vice President of the United States","TRUMP, DONALD J.","475"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","610"
"Washoe","RENO-VERDI 7520","District Court Judge, District 2, Department  7","WALKER, EGAN K.","628"
"Washoe","RENO-VERDI 7520","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","335"
"Washoe","RENO-VERDI 7523","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","533"
"Washoe","RENO-VERDI 7523","U.S. Representative in Congress, District 2","Amodei, Mark E.","1118"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","1199"
"Washoe","RENO-VERDI 7523","President and Vice President of the United States","BIDEN, JOSEPH R.","591"
"Washoe","RENO-VERDI 7523","President and Vice President of the United States","BLANKENSHIP, DON","5"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","1206"
"Washoe","RENO-VERDI 7523","Court of Appeals Judge, Department 3","Bulla, Bonnie","474"
"Washoe","RENO-VERDI 7523","Court of Appeals Judge, Department 3","BUSH, SUSAN","603"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","516"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","624"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","1250"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department  9","Freeman, Scott N.","1233"
"Washoe","RENO-VERDI 7523","Supreme Court Justice, Seat D","FUMO, Ozzie","435"
"Washoe","RENO-VERDI 7523","State Senate, District 15","Gansert, Heidi S.","1103"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department  2","Grossman, Dixie","1176"
"Washoe","RENO-VERDI 7523","U.S. Representative in Congress, District 2","HANSEN, JANINE","40"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department 15","HARDY, DAVID A.","1138"
"Washoe","RENO-VERDI 7523","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","811"
"Washoe","RENO-VERDI 7523","State Senate, District 15","JAUREGUI-JACKINS, WENDY","577"
"Washoe","RENO-VERDI 7523","President and Vice President of the United States","JORGENSEN, JO","39"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","1156"
"Washoe","RENO-VERDI 7523","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","636"
"Washoe","RENO-VERDI 7523","President and Vice President of the United States","None Of These Candidates","17"
"Washoe","RENO-VERDI 7523","Supreme Court Justice, Seat B","None Of These Candidates","295"
"Washoe","RENO-VERDI 7523","Supreme Court Justice, Seat D","None Of These Candidates","288"
"Washoe","RENO-VERDI 7523","Court of Appeals Judge, Department 3","None Of These Candidates","392"
"Washoe","RENO-VERDI 7523","Supreme Court Justice, Seat B","Pickering, Kristina","1169"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","1175"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","828"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","717"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","1137"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","719"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","709"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","1218"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","1165"
"Washoe","RENO-VERDI 7523","State Assembly, District 25","Tolles, Jill","1372"
"Washoe","RENO-VERDI 7523","President and Vice President of the United States","TRUMP, DONALD J.","1085"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","1129"
"Washoe","RENO-VERDI 7523","District Court Judge, District 2, Department  7","WALKER, EGAN K.","1223"
"Washoe","RENO-VERDI 7523","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","710"
"Washoe","RENO-VERDI 7524","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","210"
"Washoe","RENO-VERDI 7524","U.S. Representative in Congress, District 2","Amodei, Mark E.","470"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","511"
"Washoe","RENO-VERDI 7524","President and Vice President of the United States","BIDEN, JOSEPH R.","225"
"Washoe","RENO-VERDI 7524","President and Vice President of the United States","BLANKENSHIP, DON","2"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","517"
"Washoe","RENO-VERDI 7524","Court of Appeals Judge, Department 3","Bulla, Bonnie","238"
"Washoe","RENO-VERDI 7524","Court of Appeals Judge, Department 3","BUSH, SUSAN","239"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","259"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","276"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","551"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department  9","Freeman, Scott N.","534"
"Washoe","RENO-VERDI 7524","Supreme Court Justice, Seat D","FUMO, Ozzie","188"
"Washoe","RENO-VERDI 7524","State Senate, District 15","Gansert, Heidi S.","475"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department  2","Grossman, Dixie","508"
"Washoe","RENO-VERDI 7524","U.S. Representative in Congress, District 2","HANSEN, JANINE","15"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department 15","HARDY, DAVID A.","484"
"Washoe","RENO-VERDI 7524","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","346"
"Washoe","RENO-VERDI 7524","State Senate, District 15","JAUREGUI-JACKINS, WENDY","223"
"Washoe","RENO-VERDI 7524","President and Vice President of the United States","JORGENSEN, JO","12"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","502"
"Washoe","RENO-VERDI 7524","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","265"
"Washoe","RENO-VERDI 7524","Court of Appeals Judge, Department 3","None Of These Candidates","144"
"Washoe","RENO-VERDI 7524","Supreme Court Justice, Seat D","None Of These Candidates","109"
"Washoe","RENO-VERDI 7524","Supreme Court Justice, Seat B","None Of These Candidates","121"
"Washoe","RENO-VERDI 7524","President and Vice President of the United States","None Of These Candidates","11"
"Washoe","RENO-VERDI 7524","Supreme Court Justice, Seat B","Pickering, Kristina","482"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","511"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","324"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","325"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","481"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","297"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","281"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","525"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","513"
"Washoe","RENO-VERDI 7524","State Assembly, District 25","Tolles, Jill","567"
"Washoe","RENO-VERDI 7524","President and Vice President of the United States","TRUMP, DONALD J.","467"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","479"
"Washoe","RENO-VERDI 7524","District Court Judge, District 2, Department  7","WALKER, EGAN K.","518"
"Washoe","RENO-VERDI 7524","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","308"
"Washoe","RENO-VERDI 7525","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","441"
"Washoe","RENO-VERDI 7525","U.S. Representative in Congress, District 2","Amodei, Mark E.","1005"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","1099"
"Washoe","RENO-VERDI 7525","President and Vice President of the United States","BIDEN, JOSEPH R.","488"
"Washoe","RENO-VERDI 7525","President and Vice President of the United States","BLANKENSHIP, DON","3"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","1118"
"Washoe","RENO-VERDI 7525","Court of Appeals Judge, Department 3","Bulla, Bonnie","469"
"Washoe","RENO-VERDI 7525","Court of Appeals Judge, Department 3","BUSH, SUSAN","523"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","528"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","577"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","1164"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department  9","Freeman, Scott N.","1138"
"Washoe","RENO-VERDI 7525","Supreme Court Justice, Seat D","FUMO, Ozzie","402"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department  2","Grossman, Dixie","1101"
"Washoe","RENO-VERDI 7525","State Assembly, District 32","Hansen, Alexis M.","1026"
"Washoe","RENO-VERDI 7525","U.S. Representative in Congress, District 2","HANSEN, JANINE","61"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department 15","HARDY, DAVID A.","1049"
"Washoe","RENO-VERDI 7525","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","771"
"Washoe","RENO-VERDI 7525","President and Vice President of the United States","JORGENSEN, JO","22"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","1068"
"Washoe","RENO-VERDI 7525","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","569"
"Washoe","RENO-VERDI 7525","Supreme Court Justice, Seat B","None Of These Candidates","302"
"Washoe","RENO-VERDI 7525","President and Vice President of the United States","None Of These Candidates","17"
"Washoe","RENO-VERDI 7525","Court of Appeals Judge, Department 3","None Of These Candidates","358"
"Washoe","RENO-VERDI 7525","Supreme Court Justice, Seat D","None Of These Candidates","235"
"Washoe","RENO-VERDI 7525","Supreme Court Justice, Seat B","Pickering, Kristina","1049"
"Washoe","RENO-VERDI 7525","State Assembly, District 32","POVILAITIS, PAULA","467"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","1109"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","715"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","660"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","1039"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","673"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","653"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","1113"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","1108"
"Washoe","RENO-VERDI 7525","President and Vice President of the United States","TRUMP, DONALD J.","1017"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","1042"
"Washoe","RENO-VERDI 7525","District Court Judge, District 2, Department  7","WALKER, EGAN K.","1109"
"Washoe","RENO-VERDI 7525","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","683"
"Washoe","RENO-VERDI 7526","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","349"
"Washoe","RENO-VERDI 7526","U.S. Representative in Congress, District 2","Amodei, Mark E.","516"
"Washoe","RENO-VERDI 7526","University Board of Regents, District 10","ARRASCADA, JOSEPH","311"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","565"
"Washoe","RENO-VERDI 7526","President and Vice President of the United States","BIDEN, JOSEPH R.","401"
"Washoe","RENO-VERDI 7526","President and Vice President of the United States","BLANKENSHIP, DON","2"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","573"
"Washoe","RENO-VERDI 7526","Court of Appeals Judge, Department 3","Bulla, Bonnie","294"
"Washoe","RENO-VERDI 7526","Court of Appeals Judge, Department 3","BUSH, SUSAN","239"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","188"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","326"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","581"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department  9","Freeman, Scott N.","597"
"Washoe","RENO-VERDI 7526","Supreme Court Justice, Seat D","FUMO, Ozzie","270"
"Washoe","RENO-VERDI 7526","State Senate, District 15","Gansert, Heidi S.","526"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department  2","Grossman, Dixie","515"
"Washoe","RENO-VERDI 7526","U.S. Representative in Congress, District 2","HANSEN, JANINE","12"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department 15","HARDY, DAVID A.","499"
"Washoe","RENO-VERDI 7526","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","429"
"Washoe","RENO-VERDI 7526","State Senate, District 15","JAUREGUI-JACKINS, WENDY","341"
"Washoe","RENO-VERDI 7526","President and Vice President of the United States","JORGENSEN, JO","9"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","506"
"Washoe","RENO-VERDI 7526","University Board of Regents, District 10","MELCHER, KEVIN","307"
"Washoe","RENO-VERDI 7526","School Board Trustee, District E","MONTOGNESE, MATTHEW","344"
"Washoe","RENO-VERDI 7526","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","323"
"Washoe","RENO-VERDI 7526","Court of Appeals Judge, Department 3","None Of These Candidates","174"
"Washoe","RENO-VERDI 7526","Supreme Court Justice, Seat D","None Of These Candidates","86"
"Washoe","RENO-VERDI 7526","President and Vice President of the United States","None Of These Candidates","6"
"Washoe","RENO-VERDI 7526","Supreme Court Justice, Seat B","None Of These Candidates","125"
"Washoe","RENO-VERDI 7526","Supreme Court Justice, Seat B","Pickering, Kristina","593"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","505"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","506"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","415"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","491"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","369"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","336"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","582"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","516"
"Washoe","RENO-VERDI 7526","School Board Trustee, District E","TAYLOR, ANGIE","352"
"Washoe","RENO-VERDI 7526","State Assembly, District 25","Tolles, Jill","640"
"Washoe","RENO-VERDI 7526","President and Vice President of the United States","TRUMP, DONALD J.","483"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","488"
"Washoe","RENO-VERDI 7526","District Court Judge, District 2, Department  7","WALKER, EGAN K.","585"
"Washoe","RENO-VERDI 7526","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","341"
"Washoe","RENO-VERDI 7527","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","170"
"Washoe","RENO-VERDI 7527","U.S. Representative in Congress, District 2","Amodei, Mark E.","243"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","308"
"Washoe","RENO-VERDI 7527","President and Vice President of the United States","BIDEN, JOSEPH R.","195"
"Washoe","RENO-VERDI 7527","President and Vice President of the United States","BLANKENSHIP, DON","2"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","311"
"Washoe","RENO-VERDI 7527","Court of Appeals Judge, Department 3","Bulla, Bonnie","161"
"Washoe","RENO-VERDI 7527","Court of Appeals Judge, Department 3","BUSH, SUSAN","135"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","145"
"Washoe","RENO-VERDI 7527","State Assembly, District 31","Daly, Richard ""Skip""","188"
"Washoe","RENO-VERDI 7527","State Assembly, District 31","Dickman, Jill","237"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","167"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","328"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department  9","Freeman, Scott N.","322"
"Washoe","RENO-VERDI 7527","Supreme Court Justice, Seat D","FUMO, Ozzie","135"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department  2","Grossman, Dixie","317"
"Washoe","RENO-VERDI 7527","U.S. Representative in Congress, District 2","HANSEN, JANINE","16"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department 15","HARDY, DAVID A.","304"
