"Jurisdiction","Precinct","Race","Candidate","Votes"
"Washoe","RENO-VERDI 7527","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","203"
"Washoe","RENO-VERDI 7527","President and Vice President of the United States","JORGENSEN, JO","0"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","302"
"Washoe","RENO-VERDI 7527","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","197"
"Washoe","RENO-VERDI 7527","Court of Appeals Judge, Department 3","None Of These Candidates","90"
"Washoe","RENO-VERDI 7527","Supreme Court Justice, Seat D","None Of These Candidates","66"
"Washoe","RENO-VERDI 7527","Supreme Court Justice, Seat B","None Of These Candidates","79"
"Washoe","RENO-VERDI 7527","President and Vice President of the United States","None Of These Candidates","3"
"Washoe","RENO-VERDI 7527","Supreme Court Justice, Seat B","Pickering, Kristina","297"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","316"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","214"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","178"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","302"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","184"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","195"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","309"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","314"
"Washoe","RENO-VERDI 7527","President and Vice President of the United States","TRUMP, DONALD J.","247"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","303"
"Washoe","RENO-VERDI 7527","District Court Judge, District 2, Department  7","WALKER, EGAN K.","312"
"Washoe","RENO-VERDI 7527","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","144"
"Washoe","RENO-VERDI 7528","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","*"
"Washoe","RENO-VERDI 7528","U.S. Representative in Congress, District 2","Amodei, Mark E.","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","*"
"Washoe","RENO-VERDI 7528","President and Vice President of the United States","BIDEN, JOSEPH R.","*"
"Washoe","RENO-VERDI 7528","President and Vice President of the United States","BLANKENSHIP, DON","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","*"
"Washoe","RENO-VERDI 7528","Court of Appeals Judge, Department 3","Bulla, Bonnie","*"
"Washoe","RENO-VERDI 7528","Court of Appeals Judge, Department 3","BUSH, SUSAN","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department  9","Freeman, Scott N.","*"
"Washoe","RENO-VERDI 7528","Supreme Court Justice, Seat D","FUMO, Ozzie","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department  2","Grossman, Dixie","*"
"Washoe","RENO-VERDI 7528","State Assembly, District 32","Hansen, Alexis M.","*"
"Washoe","RENO-VERDI 7528","U.S. Representative in Congress, District 2","HANSEN, JANINE","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department 15","HARDY, DAVID A.","*"
"Washoe","RENO-VERDI 7528","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","*"
"Washoe","RENO-VERDI 7528","President and Vice President of the United States","JORGENSEN, JO","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","*"
"Washoe","RENO-VERDI 7528","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","*"
"Washoe","RENO-VERDI 7528","Court of Appeals Judge, Department 3","None Of These Candidates","*"
"Washoe","RENO-VERDI 7528","Supreme Court Justice, Seat D","None Of These Candidates","*"
"Washoe","RENO-VERDI 7528","Supreme Court Justice, Seat B","None Of These Candidates","*"
"Washoe","RENO-VERDI 7528","President and Vice President of the United States","None Of These Candidates","*"
"Washoe","RENO-VERDI 7528","Supreme Court Justice, Seat B","Pickering, Kristina","*"
"Washoe","RENO-VERDI 7528","State Assembly, District 32","POVILAITIS, PAULA","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","*"
"Washoe","RENO-VERDI 7528","President and Vice President of the United States","TRUMP, DONALD J.","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","*"
"Washoe","RENO-VERDI 7528","District Court Judge, District 2, Department  7","WALKER, EGAN K.","*"
"Washoe","RENO-VERDI 7528","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","*"
"Washoe","RENO-VERDI 7529 (MP)","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","67"
"Washoe","RENO-VERDI 7529 (MP)","U.S. Representative in Congress, District 2","Amodei, Mark E.","225"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","191"
"Washoe","RENO-VERDI 7529 (MP)","President and Vice President of the United States","BIDEN, JOSEPH R.","74"
"Washoe","RENO-VERDI 7529 (MP)","President and Vice President of the United States","BLANKENSHIP, DON","1"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","191"
"Washoe","RENO-VERDI 7529 (MP)","Court of Appeals Judge, Department 3","Bulla, Bonnie","94"
"Washoe","RENO-VERDI 7529 (MP)","Court of Appeals Judge, Department 3","BUSH, SUSAN","102"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","130"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","100"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","201"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department  9","Freeman, Scott N.","196"
"Washoe","RENO-VERDI 7529 (MP)","Supreme Court Justice, Seat D","FUMO, Ozzie","75"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department  2","Grossman, Dixie","189"
"Washoe","RENO-VERDI 7529 (MP)","State Assembly, District 32","Hansen, Alexis M.","232"
"Washoe","RENO-VERDI 7529 (MP)","U.S. Representative in Congress, District 2","HANSEN, JANINE","14"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department 15","HARDY, DAVID A.","189"
"Washoe","RENO-VERDI 7529 (MP)","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","162"
"Washoe","RENO-VERDI 7529 (MP)","President and Vice President of the United States","JORGENSEN, JO","3"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","180"
"Washoe","RENO-VERDI 7529 (MP)","Court of Appeals Judge, Department 3","None Of These Candidates","58"
"Washoe","RENO-VERDI 7529 (MP)","President and Vice President of the United States","None Of These Candidates","7"
"Washoe","RENO-VERDI 7529 (MP)","Supreme Court Justice, Seat D","None Of These Candidates","34"
"Washoe","RENO-VERDI 7529 (MP)","Supreme Court Justice, Seat B","None Of These Candidates","38"
"Washoe","RENO-VERDI 7529 (MP)","Supreme Court Justice, Seat B","Pickering, Kristina","209"
"Washoe","RENO-VERDI 7529 (MP)","State Assembly, District 32","POVILAITIS, PAULA","69"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","187"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","113"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","152"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","181"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","138"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","98"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","192"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","182"
"Washoe","RENO-VERDI 7529 (MP)","President and Vice President of the United States","TRUMP, DONALD J.","232"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","179"
"Washoe","RENO-VERDI 7529 (MP)","District Court Judge, District 2, Department  7","WALKER, EGAN K.","197"
"Washoe","RENO-VERDI 7532","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","344"
"Washoe","RENO-VERDI 7532","U.S. Representative in Congress, District 2","Amodei, Mark E.","467"
"Washoe","RENO-VERDI 7532","University Board of Regents, District 10","ARRASCADA, JOSEPH","298"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","559"
"Washoe","RENO-VERDI 7532","President and Vice President of the United States","BIDEN, JOSEPH R.","393"
"Washoe","RENO-VERDI 7532","President and Vice President of the United States","BLANKENSHIP, DON","2"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","556"
"Washoe","RENO-VERDI 7532","Court of Appeals Judge, Department 3","Bulla, Bonnie","295"
"Washoe","RENO-VERDI 7532","Court of Appeals Judge, Department 3","BUSH, SUSAN","263"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","229"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","340"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","599"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department  9","Freeman, Scott N.","585"
"Washoe","RENO-VERDI 7532","Supreme Court Justice, Seat D","FUMO, Ozzie","272"
"Washoe","RENO-VERDI 7532","State Senate, District 15","Gansert, Heidi S.","472"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department  2","Grossman, Dixie","538"
"Washoe","RENO-VERDI 7532","U.S. Representative in Congress, District 2","HANSEN, JANINE","11"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department 15","HARDY, DAVID A.","529"
"Washoe","RENO-VERDI 7532","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","381"
"Washoe","RENO-VERDI 7532","State Senate, District 15","JAUREGUI-JACKINS, WENDY","348"
"Washoe","RENO-VERDI 7532","President and Vice President of the United States","JORGENSEN, JO","6"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","535"
"Washoe","RENO-VERDI 7532","University Board of Regents, District 10","MELCHER, KEVIN","331"
"Washoe","RENO-VERDI 7532","School Board Trustee, District E","MONTOGNESE, MATTHEW","326"
"Washoe","RENO-VERDI 7532","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","NICOLET, DIANE","308"
"Washoe","RENO-VERDI 7532","Supreme Court Justice, Seat B","None Of These Candidates","102"
"Washoe","RENO-VERDI 7532","President and Vice President of the United States","None Of These Candidates","9"
"Washoe","RENO-VERDI 7532","Supreme Court Justice, Seat D","None Of These Candidates","90"
"Washoe","RENO-VERDI 7532","Court of Appeals Judge, Department 3","None Of These Candidates","135"
"Washoe","RENO-VERDI 7532","Supreme Court Justice, Seat B","Pickering, Kristina","583"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","539"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","433"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","412"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","514"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","331"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","316"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","563"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","539"
"Washoe","RENO-VERDI 7532","School Board Trustee, District E","TAYLOR, ANGIE","359"
"Washoe","RENO-VERDI 7532","State Assembly, District 25","Tolles, Jill","634"
"Washoe","RENO-VERDI 7532","President and Vice President of the United States","TRUMP, DONALD J.","431"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","526"
"Washoe","RENO-VERDI 7532","District Court Judge, District 2, Department  7","WALKER, EGAN K.","559"
"Washoe","RENO-VERDI 7532","SCHOOL BOARD TRUSTEE, DISTRICT G AT-LARGE","WESNER, CRAIG","326"
"Washoe","RENO-VERDI 7536","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","401"
"Washoe","RENO-VERDI 7536","U.S. Representative in Congress, District 2","Amodei, Mark E.","839"
"Washoe","RENO-VERDI 7536","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","930"
"Washoe","RENO-VERDI 7536","President and Vice President of the United States","BIDEN, JOSEPH R.","452"
"Washoe","RENO-VERDI 7536","President and Vice President of the United States","BLANKENSHIP, DON","3"
"Washoe","RENO-VERDI 7536","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","923"
"Washoe","RENO-VERDI 7536","Court of Appeals Judge, Department 3","Bulla, Bonnie","391"
"Washoe","RENO-VERDI 7536","Court of Appeals Judge, Department 3","BUSH, SUSAN","461"
"Washoe","RENO-VERDI 7536","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","376"
"Washoe","RENO-VERDI 7536","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","480"
"Washoe","RENO-VERDI 7536","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","969"
"Washoe","RENO-VERDI 7536","District Court Judge, District 2, Department  9","Freeman, Scott N.","948"
"Washoe","RENO-VERDI 7536","Supreme Court Justice, Seat D","FUMO, Ozzie","321"
"Washoe","RENO-VERDI 7536","State Senate, District 15","Gansert, Heidi S.","840"
"Washoe","RENO-VERDI 7536","District Court Judge, District 2, Department  2","Grossman, Dixie","911"
"Washoe","RENO-VERDI 7536","U.S. Representative in Congress, District 2","HANSEN, JANINE","41"
"Washoe","RENO-VERDI 7536","District Court Judge, District 2, Department 15","HARDY, DAVID A.","880"
"Washoe","RENO-VERDI 7536","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","649"
"Washoe","RENO-VERDI 7536","State Senate, District 15","JAUREGUI-JACKINS, WENDY","433"
"Washoe","RENO-VERDI 7536","President and Vice President of the United States","JORGENSEN, JO","22"
"Washoe","RENO-VERDI 7536","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","888"
